type,seconds,round,name,t,c,z,y,x
Indexed-TIFF,0.07729862,83,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,3,7
Indexed-TIFF,0.06261648,84,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,5,7
Indexed-TIFF,0.0760336,85,XY-1920-Z-1-C-4-T-1-XC-256,1,3,1,3,7
Indexed-TIFF,0.0548224,86,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,3,2
Indexed-TIFF,0.08321776,87,XY-1920-Z-1-C-4-T-1-XC-256,1,3,1,6,5
Indexed-TIFF,0.06722938,88,XY-1920-Z-1-C-4-T-1-XC-256,1,3,1,2,6
Indexed-TIFF,0.07646105,89,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,3,5
Indexed-TIFF,0.07759109,90,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,4,7
Indexed-TIFF,0.0628204,91,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,6,7
Indexed-TIFF,0.06372327,92,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,1,2
Indexed-TIFF,0.061522600000000004,93,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,5,5
Indexed-TIFF,0.08083466,94,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,7,6
Indexed-TIFF,0.07427431,95,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,2,3
Indexed-TIFF,0.058835160000000004,96,XY-1920-Z-1-C-4-T-1-XC-256,1,2,1,1,5
Indexed-TIFF,0.08734468000000001,97,XY-1920-Z-1-C-4-T-1-XC-256,1,1,1,5,1
Indexed-TIFF,0.11605306,98,XY-1920-Z-1-C-4-T-1-XC-256,1,3,1,3,5
Indexed-TIFF,0.06364163,99,XY-1920-Z-1-C-4-T-1-XC-256,1,4,1,3,7
